# Many thanks to Feldon / u.eq2wire.com for compiling these shiny collections!
# This made all the work here much easier.
CollectionId,ItemIcon,CollectionMemberId,CollectionMemberName,CollectionName,CollectionCategory
4217574401,928,2367032247,Fypodoria Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,928,2687913053,Dizolydia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,926,2915090735,Doria Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,927,2927638954,Dedoria Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,927,3064230469,Eafrygia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,927,3073365052,Frygia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,926,3356346861,Fypolydia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,928,3696762566,Selydia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,927,3744926123,Gepofrygia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,926,3906667381,Lydia Music Box,Music Boxes,Renewal of Ro [scraped]
4217574401,926,3952486320,Falydia Music Box,Music Boxes,Renewal of Ro [scraped]
4228299230,4854,303536628,Selydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4830,620580143,Ardoria Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4842,1575048961,Gezolydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4842,1740517671,Mezolydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4848,1808430717,Fypolydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4836,1858618685,Fypodoria Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4848,2213746946,Eafrygia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4830,2408157559,Hypofrygia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4824,2430106620,Dedoria Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4836,2435611341,Hypolydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4824,2486061453,Hypodoria Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4830,2669081320,Frygia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4824,3294449927,Falydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4842,3510078487,Doria Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4848,3560292183,Lydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4854,3747133595,Epofrygia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4836,3844175438,Dizolydia Key,Music Box Keys,Renewal of Ro [scraped]
4228299230,4854,4154473120,Gepofrygia Key,Music Box Keys,Renewal of Ro [scraped]
4250992758,87,943007958,Anirath's Hand,Grisly Souvenirs,Renewal of Ro [scraped]
4250992758,161,1360413913,Exorax's Antenna,Grisly Souvenirs,Renewal of Ro [scraped]
4250992758,83,3516545269,Displacer Beast Eye,Grisly Souvenirs,Renewal of Ro [scraped]
4250992758,5321,3904737411,Shroud of a Revenant,Grisly Souvenirs,Renewal of Ro [scraped]
4250992758,172,4099894656,Ganadan's Tentacle,Grisly Souvenirs,Renewal of Ro [scraped]
801973186,4199,313405095,Delve and Depart,Adventuring Goals,Renewal of Ro [scraped]
801973186,46,2418298044,Slice Sanum,Adventuring Goals,Renewal of Ro [scraped]
801973186,2242,3134156570,Disempower Edrigan,Adventuring Goals,Renewal of Ro [scraped]
801973186,747,3179909866,The Baron's Threads,Adventuring Goals,Renewal of Ro [scraped]
801973186,1008,4033554509,Steal the Key,Adventuring Goals,Renewal of Ro [scraped]
2033549373,5442,223400576,Major Dent,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,339579570,Lieutenant Colonel Flint,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,470980319,Sergeant Pod,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,899242538,Private Blue,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,1407968071,Captain Popcorn,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,2278634490,Private White,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,2342971526,Private Red,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,3452073033,Sergeant Major Sweet,Corny Brigade,Renewal of Ro [scraped]
2033549373,5442,3599886663,Corporal Flour,Corny Brigade,Renewal of Ro [scraped]
1048138136,569,50684683,Buried Vessels,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,4367,151728967,The Power of Music,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,4567,251225297,Grisly Souvenirs,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,2798,256068441,What One Eye Sees,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,75,941704892,Poor Life Choices,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,1815,1088235608,Sand Beetles,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,998,2015919478,Mirror Mirror,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,1136,2130275953,Salty,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,857,2142490462,Scrambled Tomes,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,2497,2172067316,Goblin Games,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,1125,3076051398,Petrified,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1048138136,2799,3349786998,What the Other Eye Sees,Amok in the Desert (Solo Meta),Renewal of Ro [scraped]
1444377936,3850,213900545,Adventuring Goals,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2711,286407891,Don't Boss Me,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2683,1021295677,Archaeology Finds,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4895,1029466285,Ubiquitous Cacti,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4893,1068795925,Uncontrolled Growth,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2688,1151761073,Bandit Discards,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2710,1199479885,Like a Boss,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2929,1224013012,Watery Wonders,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,185,1470826561,Artist Sketches,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,114,1555319298,Buried Treasures,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,858,1617219595,Rejected Tomes,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4377,1985224918,Curses,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4391,2089196252,Odd Advice,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,371,2367530776,Graven in the Grange,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4204,2452215536,Threshold Things,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,563,2741801539,Carpeting the Area,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2486,3089163689,Angry Elddar,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2694,3704652460,Vultures 101,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,4878,4058992616,Ruined Ruins,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
1444377936,2713,4091925450,Denizen's Remains,Heroics in the Desert (Heroic Meta),Renewal of Ro [scraped]
3798224495,4878,1267303737,Takish'Hiz Stone (Heroic Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
3798224495,4367,1417516438,Dissonant Interval (Music Box Key Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
3798224495,2091,2849326303,Leaves of Growth (Solo Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
3798224495,2776,3114297636,Wings of Growth (Purple Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
3798224495,337,3126791194,Thorns of Growth (Overland Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
3798224495,4367,4245312573,Consonant Interval (Music Box Meta),Renewal of Ro (Final Meta),Renewal of Ro [scraped]
